state,county,Total
IA,WINNEBAGO,18038
IA,MONROE,12860
IA,DELAWARE,12360
IA,HENRY,11830
IA,OSCEOLA,5170
IA,ADAMS,520
KS,SEDGWICK,2605062
KS,JOHNSON,2565980
KS,SHAWNEE,1398410
KS,WYANDOTTE,1028608
KS,RENO,659796
KS,BUTLER,568966
KS,DOUGLAS,494488
KS,SALINE,360106
KS,RILEY,339716
KS,MONTGOMERY,292998
KS,HARVEY,264090
KS,CRAWFORD,261650
KS,POTTAWATOMIE,241052
KS,LEAVENWORTH,230902
KS,LYON,226960
KS,WILSON,221318
KS,FINNEY,219228
KS,DICKINSON,200170
KS,JACKSON,195048
KS,COWLEY,191330
KS,ELLIS,186644
KS,RUSSELL,172992
KS,NEOSHO,168856
KS,FRANKLIN,168076
KS,COMANCHE,162974
KS,GEARY,161308
KS,SUMNER,144538
KS,STEVENS,124794
KS,MCPHERSON,124306
KS,ELK,122418
KS,MARION,121054
KS,PRATT,114800
KS,MIAMI,113736
KS,GRANT,113710
KS,JEFFERSON,107318
KS,LABETTE,101568
KS,ATCHISON,97772
KS,FORD,95942
KS,ALLEN,95924
KS,BOURBON,94432
KS,BARTON,91526
KS,STAFFORD,90494
KS,ELLSWORTH,90246
KS,CLOUD,89558
KS,TREGO,89078
KS,RAWLINS,88454
KS,HARPER,87942
KS,NORTON,82410
KS,SHERMAN,82116
KS,WOODSON,75268
KS,COFFEY,75016
KS,REPUBLIC,74238
KS,DONIPHAN,73260
KS,THOMAS,68810
KS,SEWARD,68660
KS,RICE,67492
KS,BROWN,66538
KS,PAWNEE,64074
KS,CHEROKEE,63834
KS,MARSHALL,58390
KS,OSBORNE,55558
KS,MITCHELL,53568
KS,MORRIS,53268
KS,GOVE,52304
KS,GRAHAM,50412
KS,WABAUNSEE,49322
KS,EDWARDS,47702
KS,NESS,44136
KS,OTTAWA,43174
KS,LINN,42258
KS,CLAY,41824
KS,MEADE,37820
KS,SMITH,37788
KS,OSAGE,35118
KS,KEARNY,32860
KS,HAMILTON,25398
KS,ANDERSON,22710
KS,CLARK,18020
KS,RUSH,15220
KS,WALLACE,15120
KS,CHEYENNE,14810
KS,KINGMAN,14230
KS,DECATUR,11970
KS,JEWELL,11060
KS,SHERIDAN,10540
KS,PHILLIPS,10160
KS,WASHINGTON,10130
KS,NEMAHA,8950
KS,LOGAN,8300
KS,GREENWOOD,7870
KS,HODGEMAN,6740
KS,ROOKS,6550
KS,WICHITA,3890
KS,GRAY,3280
KS,SCOTT,2280
KS,BARBER,980
KS,KIOWA,40
KS,LINCOLN,0
KS,CHASE,0
CO,DENVER,1964542
CO,EL PASO,1953644
CO,JEFFERSON,1640656
CO,BOULDER,1450754
CO,ARAPAHOE,1310212
CO,LARIMER,1223580
CO,ADAMS,1069796
CO,PUEBLO,840660
CO,WELD,581716
CO,MESA,572176
CO,GARFIELD,314990
CO,MONTROSE,312854
CO,DOUGLAS,262542
CO,OTERO,246690
CO,FREMONT,231924
CO,HUERFANO,165610
CO,DELTA,155866
CO,ROUTT,149168
CO,PITKIN,128486
CO,MONTEZUMA,118708
CO,LINCOLN,106746
CO,TELLER,106420
CO,LA PLATA,96986
CO,EAGLE,88186
CO,CHAFFEE,84006
CO,ARCHULETA,74846
CO,LOGAN,71942
CO,MORGAN,70120
CO,PARK,57358
CO,ELBERT,56958
CO,ALAMOSA,55676
CO,OURAY,53736
CO,BROOMFIELD,50318
CO,GRAND,50216
CO,WASHINGTON,49730
CO,KIT CARSON,44712
CO,CHEYENNE,39580
CO,SAGUACHE,37168
CO,SEDGWICK,32922
CO,BACA,31400
CO,GILPIN,30896
CO,RIO GRANDE,22500
CO,SAN MIGUEL,22020
CO,DOLORES,20518
CO,YUMA,18900
CO,CUSTER,15804
CO,BENT,13140
CO,LAS ANIMAS,13000
CO,PROWERS,12640
CO,MOFFAT,6680
CO,CLEAR CREEK,6670
CO,LAKE,3970
CO,CONEJOS,3510
CO,KIOWA,1760
CO,RIO BLANCO,470
CO,PHILLIPS,0
OR,MULTNOMAH,2763702
OR,CLACKAMAS,1242290
OR,WASHINGTON,1213880
OR,LANE,1181092
OR,MARION,1000970
OR,JACKSON,952064
OR,DESCHUTES,759110
OR,DOUGLAS,721230
OR,JOSEPHINE,703400
OR,LINN,566058
OR,COOS,481186
OR,POLK,393264
OR,YAMHILL,336154
OR,BENTON,263602
OR,LINCOLN,262058
OR,CLATSOP,222714
OR,MALHEUR,208626
OR,KLAMATH,189788
OR,UNION,186472
OR,UMATILLA,172872
OR,CURRY,159464
OR,BAKER,155136
OR,JEFFERSON,139806
OR,COLUMBIA,115418
OR,GRANT,103882
OR,TILLAMOOK,103430
OR,WASCO,68048
OR,CROOK,64578
OR,HOOD RIVER,36448
OR,WALLOWA,35788
OR,LAKE,12858
OR,MORROW,5320
OR,GILLIAM,4410
OR,HARNEY,3000
OR,SHERMAN,0
OR,WHEELER,0
WV,KANAWHA,1248788
WV,RALEIGH,968202
WV,CABELL,694044
WV,WOOD,667132
WV,MARION,603850
WV,MERCER,574066
WV,MONONGALIA,493826
WV,BERKELEY,413736
WV,OHIO,345638
WV,HARRISON,343176
WV,LEWIS,326470
WV,FAYETTE,323358
WV,MARSHALL,298790
WV,MINGO,297620
WV,WYOMING,296222
WV,MONROE,292958
WV,JACKSON,290790
WV,UPSHUR,266756
WV,MC DOWELL,263816
WV,LINCOLN,259802
WV,WAYNE,253476
WV,LOGAN,251964
WV,PUTNAM,244854
WV,RANDOLPH,214796
WV,RITCHIE,210920
WV,PRESTON,197910
WV,JEFFERSON,189186
WV,NICHOLAS,186014
WV,HANCOCK,170428
WV,GREENBRIER,168624
WV,HAMPSHIRE,157960
WV,BOONE,153430
WV,BARBOUR,138720
WV,BRAXTON,137648
WV,MORGAN,135570
WV,BROOKE,121150
WV,TAYLOR,110156
WV,ROANE,100550
WV,MASON,80638
WV,GRANT,70212
WV,WETZEL,68218
WV,CLAY,60074
WV,TYLER,55458
WV,WEBSTER,25114
WV,PLEASANTS,22830
WV,SUMMERS,19748
WV,CALHOUN,19690
WV,GILMER,15928
WV,POCAHONTAS,7500
WV,PENDLETON,5370
WV,WIRT,3700
WV,HARDY,250
NV,CLARK,6712274
NV,WASHOE,2361468
NV,CARSON CITY,278252
NV,LYON,238066
NV,DOUGLAS,227228
NV,CHURCHILL,127238
NV,WHITE PINE,124250
NV,NYE,84270
NV,HUMBOLDT,68126
NV,ELKO,51102
NV,MINERAL,42368
NV,STOREY,16538
NV,EUREKA,6860
NV,PERSHING,4800
NV,LANDER,0
NE,DOUGLAS,2292918
NE,LANCASTER,1388000
NE,SARPY,630476
NE,HALL,409756
NE,ADAMS,290908
NE,GAGE,255136
NE,PLATTE,186230
NE,BUFFALO,185700
NE,LINCOLN,173568
NE,BOONE,168102
NE,SEWARD,166100
NE,YORK,140762
NE,SCOTT BLUFF,139318
NE,DODGE,129578
NE,CUMING,126856
NE,CUSTER,123386
NE,MADISON,112426
NE,DAKOTA,111314
NE,DAWSON,110496
NE,SHERIDAN,109710
NE,CHASE,108248
NE,CLAY,108202
NE,BURT,101488
NE,COLFAX,96200
NE,HOLT,95640
NE,FILLMORE,81458
NE,DAWES,79626
NE,THURSTON,76318
NE,WASHINGTON,68450
NE,KNOX,67064
NE,THAYER,64528
NE,POLK,62412
NE,RICHARDSON,62048
NE,HAMILTON,61108
NE,PERKINS,60920
NE,OTOE,59670
NE,KEITH,57024
NE,BROWN,53446
NE,CHERRY,52708
NE,PHELPS,51634
NE,BOX BUTTE,51012
NE,JOHNSON,46370
NE,SAUNDERS,44474
NE,HOWARD,43988
NE,CASS,42974
NE,HITCHCOCK,40354
NE,CEDAR,37428
NE,BOYD,36944
NE,VALLEY,34714
NE,LOGAN,33998
NE,PIERCE,32264
NE,JEFFERSON,29370
NE,RED WILLOW,28630
NE,MERRICK,23440
NE,KEARNEY,21158
NE,NUCKOLLS,20480
NE,CHEYENNE,18930
NE,WAYNE,16988
NE,SALINE,15600
NE,DUNDY,15100
NE,ANTELOPE,13898
NE,SHERMAN,13600
NE,FURNAS,13148
NE,STANTON,11280
NE,DIXON,9310
NE,PAWNEE,7598
NE,FRANKLIN,6970
NE,NEMAHA,6600
NE,FRONTIER,6490
NE,ROCK,6370
NE,GOSPER,2090
NE,WEBSTER,1670
NE,DEUEL,0
NE,HARLAN,0
NM,BERNALILLO,2213366
NM,DONA ANA,1087962
NM,SANTA FE,710810
NM,SAN JUAN,554998
NM,SANDOVAL,463222
NM,MCKINLEY,351870
NM,EDDY,347878
NM,OTERO,337306
NM,CHAVES,305026
NM,CURRY,295560
NM,LUNA,221474
NM,RIO ARRIBA,187232
NM,GRANT,174624
NM,TORRANCE,172254
NM,LEA,157276
NM,ROOSEVELT,148218
NM,LINCOLN,136550
NM,VALENCIA,126434
NM,GUADALUPE,113138
NM,TAOS,113090
NM,CIBOLA,112208
NM,COLFAX,98632
NM,QUAY,94238
NM,SAN MIGUEL,87878
NM,SOCORRO,65816
NM,LOS ALAMOS,64980
NM,SIERRA,50518
NM,MORA,18188
NM,CATRON,6310
NM,UNION,4140
NM,HARDING,0
ME,CUMBERLAND,2070840
ME,YORK,1214066
ME,KENNEBEC,742180
ME,PENOBSCOT,723658
ME,OXFORD,558526
ME,HANCOCK,548816
ME,ANDROSCOGGIN,496650
ME,AROOSTOOK,467410
ME,SAGADAHOC,443522
ME,LINCOLN,332530
ME,KNOX,299028
ME,WALDO,224032
ME,SOMERSET,208946
ME,WASHINGTON,181898
ME,PISCATAQUIS,138120
ME,FRANKLIN,127576
NH,HILLSBOROUGH,2145868
NH,ROCKINGHAM,1508852
NH,MERRIMACK,997512
NH,BELKNAP,637872
NH,STRAFFORD,540294
NH,CARROLL,534046
NH,GRAFTON,529770
NH,CHESHIRE,433170
NH,COOS,347860
NH,SULLIVAN,312762
UT,SALT LAKE,2443314
UT,UTAH,1029648
UT,WASHINGTON,963162
UT,WEBER,708678
UT,DAVIS,630594
UT,CACHE,452524
UT,BOX ELDER,340126
UT,TOOELE,151822
UT,SEVIER,142078
UT,UINTAH,90164
UT,SANPETE,72568
UT,GARFIELD,61220
UT,CARBON,58522
UT,SUMMIT,54104
UT,EMERY,45568
UT,IRON,41238
UT,BEAVER,36370
UT,GRAND,31358
UT,WASATCH,25260
UT,JUAB,23380
UT,RICH,22850
UT,KANE,20778
UT,PIUTE,7790
UT,MORGAN,7790
UT,WAYNE,7690
UT,SAN JUAN,7260
UT,MILLARD,4710
UT,DUCHESNE,1880
ID,ADA,1672998
ID,CANYON,763434
ID,KOOTENAI,754312
ID,BONNER,354462
ID,TWIN FALLS,341842
ID,NEZ PERCE,334896
ID,BONNEVILLE,324650
ID,BANNOCK,244718
ID,FRANKLIN,231718
ID,BINGHAM,209018
ID,LATAH,184372
ID,LEMHI,160180
ID,CASSIA,138700
ID,FREMONT,113728
ID,GEM,103616
ID,GOODING,95028
ID,CARIBOU,88888
ID,ELMORE,85906
ID,MINIDOKA,82452
ID,IDAHO,77462
ID,JEROME,67490
ID,MADISON,59812
ID,PAYETTE,56184
ID,WASHINGTON,51668
ID,POWER,43440
ID,BEAR LAKE,42090
ID,SHOSHONE,39172
ID,BENEWAH,30298
ID,JEFFERSON,26498
ID,TETON,25520
ID,ONEIDA,22842
ID,CLEARWATER,22408
ID,BLAINE,19440
ID,CUSTER,17830
ID,BOISE,16778
ID,LEWIS,15984
ID,BOUNDARY,13890
ID,OWYHEE,10430
ID,VALLEY,7070
ID,ADAMS,0
DE,NEW CASTLE,2983680
DE,SUSSEX,1948902
DE,KENT,1214936
MT,YELLOWSTONE,696520
MT,FLATHEAD,676578
MT,CASCADE,530072
MT,MISSOULA,414804
MT,LEWIS AND CLARK,349728
MT,BEAVERHEAD,236736
MT,LINCOLN,230412
MT,SILVER BOW,194372
MT,RAVALLI,190844
MT,GALLATIN,185216
MT,POWELL,183546
MT,RICHLAND,157438
MT,BIG HORN,121612
MT,PONDERA,107304
MT,FERGUS,104010
MT,DAWSON,98664
MT,STILLWATER,78480
MT,SANDERS,71144
MT,FALLON,70264
MT,LAKE,66380
MT,MADISON,64626
MT,GLACIER,56882
MT,ROOSEVELT,53228
MT,JEFFERSON,45476
MT,DANIELS,43996
MT,VALLEY,42314
MT,LIBERTY,39346
MT,DEER LODGE,35656
MT,GRANITE,34376
MT,HILL,33740
MT,BROADWATER,33182
MT,ROSEBUD,30868
MT,PHILLIPS,29608
MT,JUDITH BASIN,29218
MT,BLAINE,28694
MT,CUSTER,22950
MT,POWDER RIVER,18910
MT,PARK,16820
MT,SHERIDAN,16806
MT,CHOUTEAU,14930
MT,MINERAL,10580
MT,TOOLE,10558
MT,GARFIELD,3400
MT,MUSSELSHELL,3310
MT,SWEET GRASS,610
MT,TETON,190
MT,WHEATLAND,0
HI,HONOLULU,3264066
HI,HAWAII,843184
HI,MAUI,668422
HI,KAUAI,180218
SD,MINNEHAHA,1190160
SD,PENNINGTON,530388
SD,GRANT,274130
SD,YANKTON,217868
SD,TURNER,216714
SD,LAWRENCE,211590
SD,DAVISON,203994
SD,BROWN,187164
SD,CODINGTON,166048
SD,UNION,142688
SD,LAKE,129206
SD,HUTCHINSON,127800
SD,BEADLE,108732
SD,CHARLES MIX,107858
SD,MEADE,101474
SD,KINGSBURY,88738
SD,PERKINS,79434
SD,DEUEL,78614
SD,CLARK,74676
SD,BROOKINGS,56172
SD,HANSON,49890
SD,MELLETTE,49568
SD,FALL RIVER,48368
SD,BON HOMME,46898
SD,JACKSON,44836
SD,BRULE,43448
SD,GREGORY,40020
SD,CLAY,35220
SD,LINCOLN,31290
SD,MOODY,29020
SD,SANBORN,25638
SD,HYDE,22558
SD,POTTER,17870
SD,DAY,17004
SD,HUGHES,15670
SD,BUTTE,15430
SD,HAND,14500
SD,DOUGLAS,14320
SD,MC COOK,11950
SD,TRIPP,11858
SD,SHANNON,9670
SD,CAMPBELL,9510
SD,SPINK,9380
SD,HAAKON,6370
SD,MARSHALL,6160
SD,CUSTER,4690
SD,DEWEY,1490
SD,CORSON,470
SD,MINER,410
SD,ROBERTS,30
SD,WALWORTH,0
SD,LYMAN,0
SD,MC PHERSON,0
SD,HAMLIN,0
SD,JONES,0
ND,CASS,832534
ND,BURLEIGH,383378
ND,STARK,371734
ND,GRAND FORKS,358782
ND,MORTON,349294
ND,WARD,296614
ND,PIERCE,255948
ND,RICHLAND,253330
ND,RAMSEY,164194
ND,MOUNTRAIL,160718
ND,WILLIAMS,145814
ND,DIVIDE,132170
ND,MCLEAN,126530
ND,MERCER,108172
ND,BOTTINEAU,108102
ND,FOSTER,87140
ND,STUTSMAN,84548
ND,MCINTOSH,79264
ND,TRAILL,69032
ND,WALSH,67132
ND,HETTINGER,55938
ND,CAVALIER,45970
ND,GRANT,45528
ND,SARGENT,32146
ND,GRIGGS,27398
ND,BENSON,23070
ND,KIDDER,22928
ND,RANSOM,22320
ND,DICKEY,20958
ND,ROLETTE,20350
ND,TOWNER,17362
ND,LOGAN,14460
ND,PEMBINA,14360
ND,SHERIDAN,12168
ND,MCHENRY,8950
ND,STEELE,6110
ND,BARNES,5110
ND,RENVILLE,3670
ND,MCKENZIE,2940
ND,WELLS,1930
ND,LA MOURE,1870
ND,OLIVER,1850
ND,NELSON,960
ND,EMMONS,0
ND,EDDY,0
ND,DUNN,0
RI,PROVIDENCE,2816822
RI,KENT,855022
RI,WASHINGTON,441032
RI,NEWPORT,369448
RI,BRISTOL,113568
VT,CHITTENDEN,745514
VT,RUTLAND,618738
VT,WINDSOR,422548
VT,WASHINGTON,421926
VT,WINDHAM,387374
VT,ORLEANS,337366
VT,FRANKLIN,265008
VT,BENNINGTON,229180
VT,ORANGE,224420
VT,LAMOILLE,174402
VT,CALEDONIA,166594
VT,GRAND ISLE,133950
VT,ESSEX,116840
DC,THE DISTRICT,2765952
WY,LARAMIE,472250
WY,FREMONT,252796
WY,NATRONA,223200
WY,ALBANY,216102
WY,SWEETWATER,193106
WY,GOSHEN,187404
WY,SHERIDAN,186790
WY,PARK,155976
WY,CAMPBELL,119966
WY,JOHNSON,100014
WY,LINCOLN,75078
WY,WESTON,69222
WY,BIG HORN,62208
WY,CARBON,57658
WY,CONVERSE,46548
WY,CROOK,45782
WY,TETON,45318
WY,HOT SPRINGS,29158
WY,UINTA,15600
WY,SUBLETTE,15030
WY,PLATTE,13454
WY,WASHAKIE,11340
AK,ANCHORAGE,851472
AK,MATANUSKA-SUSITNA,253950
AK,JUNEAU,149910
AK,KETCHIKAN GATEWAY,105142
AK,WADE HAMPTON,85050
AK,FAIRBANKS NORTH STAR,74636
AK,NOME,33640
AK,YUKON-KOYUKUK,29850
AK,SOUTHEAST FAIRBANKS,29218
AK,BETHEL,20800
AK,SITKA BOROUGH,11050
AK,DILLINGHAM,7470
AK,KODIAK ISLAND BOROUGH,3090
AK,BRISTOL BAY BOROUGH,1650
